ROME,ROME,Berlin,BER,2020-05-02 07:00,254,Emirates,A,Boing-747
New York,EWR,Berlin,BLI,2021-08-22 10:00,259,Qatar Airways,C,Boing-747
ROME,FCO,Tehran,THRA,2020-12-09 09:00,146,Japan Airlines,A,Boing-MD
Munich,MUC,Berlin,BLI,2020-12-13 05:00,408,Qatar Airways,B,Boing-MD
Madrid,MAD,Barcelona,BCN,2020-12-16 03:00,268,Virgin Atlantic,A,Boing-MD
Stokholms,ARN,Barcelona,BCN,2021-08-05 04:00,203,Virgin Atlantic,C,Airbus-A320
Berlin,BLI,Madrid,MAD,2021-07-02 19:00,496,Japan Airlines,C,Airbus-A380
Munich,SBA,Berlin,BTV,2021-11-05 15:00,313,Qatar Airways,A,ATR-72
Berlin,BER,Munich,SBA,2021-05-10 04:00,230,Air New Zealand,B,Airbus-A380
Munich,LGB,Stokholms,ARN,2021-04-17 22:00,496,Virgin Atlantic,A,Boing-737
Berlin,BLI,London,NHR,2020-09-04 07:00,184,Singapore Airlines,A,Boing-737
New York,JFK,Stokholms,ARN,2021-08-02 07:00,367,Air New Zealand,A,Boing-737
London,LOND,New York,EWR,2021-02-22 10:00,220,La Compagnie,B,Boing-747
ROME,FCO,London,NHR,2021-05-11 05:00,431,Korean Air,C,Airbus-A380
ROME,ROME,London,STN,2021-01-21 07:00,227,Emirates,A,ATR-72
Berlin,BTV,Manchester,MHT,2021-11-25 20:00,301,Virgin Atlantic,B,Airbus-A320
New York,NYCA,Munich,MUC,2021-09-06 06:00,477,Air New Zealand,B,ATR-72
Manchester,MHT,ROME,CIA,2020-03-10 04:00,157,Emirates,B,ATR-72
London,LGW,New York,JFK,2020-07-19 17:00,488,Singapore Airlines,C,ATR-72
London,STN,Berlin,BER,2021-05-27 18:00,209,Air New Zealand,B,Airbus-A320
Tehran,IKA,ROME,ROME,2020-10-08 09:00,417,Qatar Airways,C,Boing-747
ROME,CIA,Manchester,MHT,2020-07-01 20:00,498,Qatar Airways,B,Boing-737
Manchester,MHT,London,NHR,2020-06-10 21:00,418,Turkish Airlines,B,ATR-72
Tehran,THR,Stokholms,ARN,2021-03-28 23:00,308,Air New Zealand,A,Boing-MD
Tehran,THRA,London,NHR,2020-01-20 08:00,113,Air New Zealand,A,Boing-MD
ROME,CIA,Barcelona,BLA,2021-07-19 13:00,272,Korean Air,B,Airbus-A380
Munich,MUC,Stokholms,ARN,2021-03-08 21:00,445,Korean Air,C,Boing-737
Stokholms,STOC,ROME,CIA,2020-06-30 00:00,347,Japan Airlines,A,Airbus-A320
New York,EWR,Tehran,THRA,2021-05-17 05:00,177,EVA Air,B,ATR-72
New York,EWR,ROME,FCO,2020-02-29 02:00,434,EVA Air,C,Airbus-A320
Stokholms,ARN,Munich,MUC,2020-06-24 22:00,244,Qatar Airways,C,Boing-737
ROME,ROME,Manchester,MHT,2020-04-17 11:00,264,Qatar Airways,A,Boing-747
Tehran,THR,ROME,CIA,2021-05-19 10:00,309,Singapore Airlines,A,Boing-MD
New York,NYCA,Manchester,MAN,2020-09-18 08:00,413,Turkish Airlines,A,Airbus-A380
Manchester,MAN,Berlin,BTV,2021-06-22 02:00,341,Korean Air,B,Boing-747
Berlin,BER,London,STN,2020-12-18 11:00,256,EVA Air,C,Airbus-A380
Berlin,BLI,London,STN,2021-07-14 00:00,226,Turkish Airlines,A,Airbus-A320
Stokholms,ARN,Tehran,IKA,2020-08-13 05:00,411,Air New Zealand,C,Boing-747
London,LGW,Stokholms,ARN,2020-06-26 23:00,341,Air New Zealand,A,ATR-72
Stokholms,ARN,London,STN,2021-03-02 13:00,305,Japan Airlines,C,Airbus-A380
Madrid,MAD,Stokholms,STOC,2021-05-05 16:00,456,Korean Air,A,Airbus-A380
Berlin,BER,London,NHR,2021-11-14 07:00,340,Korean Air,C,Boing-747
ROME,ROME,Munich,MUC,2020-02-02 23:00,337,Emirates,C,Boing-MD
Manchester,MHT,Tehran,THR,2020-10-18 18:00,373,EVA Air,C,Airbus-A380
Munich,MUC,Stokholms,ARN,2020-01-26 07:00,321,Emirates,A,Airbus-A380
Munich,LGB,Berlin,BLI,2021-12-27 06:00,469,La Compagnie,B,ATR-72
Barcelona,BLA,Berlin,BLI,2021-03-01 21:00,344,Air New Zealand,C,Boing-737
Manchester,MAN,Munich,SBA,2021-03-13 02:00,368,Air New Zealand,A,Boing-MD
ROME,CIA,London,NHR,2020-07-13 07:00,306,EVA Air,C,Boing-MD
London,LOND,Manchester,MHT,2020-06-22 23:00,111,La Compagnie,C,Airbus-A380
Munich,MUC,Tehran,THRA,2020-11-20 15:00,455,Korean Air,A,Airbus-A320
Tehran,THR,Berlin,BER,2020-07-13 07:00,457,Japan Airlines,B,Boing-MD
New York,NYCA,London,NHR,2021-04-29 21:00,167,Emirates,A,Boing-MD
Berlin,BTV,Madrid,MAD,2021-02-03 18:00,373,La Compagnie,A,Boing-747
Munich,SBA,ROME,CIA,2021-05-30 03:00,144,Emirates,A,Boing-MD
Munich,LGB,New York,EWR,2021-11-19 04:00,238,Korean Air,A,Boing-737
Tehran,THR,Stokholms,STOC,2021-08-28 06:00,232,Japan Airlines,B,ATR-72
Berlin,BTV,Madrid,MAD,2020-11-30 07:00,375,Qatar Airways,A,Boing-747
Stokholms,ARN,New York,JFK,2021-06-15 12:00,237,Air New Zealand,C,ATR-72
London,STN,Manchester,MHT,2021-08-02 21:00,438,Japan Airlines,A,ATR-72
New York,NYCA,Munich,MUC,2021-10-08 08:00,102,Emirates,A,Airbus-A380
Stokholms,ARN,Berlin,BLI,2020-09-25 09:00,429,Emirates,A,Boing-737
London,LOND,Tehran,IKA,2020-07-15 01:00,414,Virgin Atlantic,B,Boing-MD
Munich,SBA,Berlin,BLI,2021-09-24 05:00,403,Singapore Airlines,C,Airbus-A380
London,STN,Tehran,THR,2021-04-13 02:00,489,Japan Airlines,A,Boing-737
Manchester,MAN,London,STN,2021-11-18 11:00,402,Emirates,A,Boing-747
Manchester,MAN,Tehran,IKA,2021-09-22 23:00,356,Air New Zealand,C,Airbus-A380
ROME,FCO,Madrid,MAD,2021-02-28 03:00,126,Qatar Airways,A,Boing-MD
Berlin,BTV,Stokholms,ARN,2020-10-10 02:00,299,Turkish Airlines,C,Boing-MD
London,LGW,Berlin,BLI,2021-04-19 22:00,402,Qatar Airways,A,ATR-72
London,LOND,New York,EWR,2020-06-16 13:00,453,La Compagnie,A,Boing-MD
Tehran,IKA,Stokholms,ARN,2021-04-30 14:00,346,Korean Air,C,ATR-72
Stokholms,STOC,Tehran,THRA,2021-05-19 02:00,263,Virgin Atlantic,C,Airbus-A380
London,LGW,Berlin,BTV,2020-02-17 15:00,441,Turkish Airlines,A,Boing-747
London,LGW,Tehran,THRA,2021-01-20 14:00,103,La Compagnie,B,Airbus-A320
Berlin,BLI,Madrid,MAD,2020-11-04 18:00,205,La Compagnie,A,Airbus-A380
Berlin,BER,Stokholms,ARN,2021-09-04 15:00,415,Air New Zealand,A,Boing-MD
New York,JFK,Manchester,MAN,2020-05-18 11:00,331,Air New Zealand,B,Boing-MD
Munich,MUC,London,LOND,2021-09-23 22:00,296,Singapore Airlines,C,Airbus-A320
Munich,SBA,London,STN,2021-02-06 11:00,303,Qatar Airways,B,Boing-MD
Berlin,BLI,New York,EWR,2021-01-01 13:00,299,La Compagnie,C,ATR-72
Manchester,MHT,Stokholms,STOC,2021-10-30 18:00,168,Air New Zealand,C,ATR-72
Berlin,BTV,Tehran,IKA,2020-08-24 08:00,270,Air New Zealand,C,Airbus-A320
Munich,MUC,Tehran,IKA,2020-03-02 13:00,482,Air New Zealand,B,Boing-737
New York,JFK,Tehran,IKA,2021-04-16 03:00,107,EVA Air,C,Boing-MD
London,NHR,Tehran,THR,2021-02-24 03:00,253,Virgin Atlantic,A,Boing-MD
London,LOND,Tehran,THR,2020-11-04 23:00,423,La Compagnie,C,ATR-72
Barcelona,BCN,ROME,FCO,2021-07-05 21:00,492,Emirates,B,Boing-737
Manchester,MHT,Tehran,THRA,2020-12-06 04:00,408,La Compagnie,C,Boing-MD
ROME,FCO,London,LOND,2021-05-25 11:00,301,EVA Air,A,Boing-MD
Manchester,MAN,Barcelona,BCN,2020-08-03 14:00,114,Virgin Atlantic,B,Airbus-A380
Berlin,BER,Manchester,MAN,2020-03-22 06:00,233,EVA Air,C,Boing-747
London,LGW,Munich,LGB,2021-02-10 17:00,272,Qatar Airways,B,Boing-747
Berlin,BLI,New York,EWR,2021-10-19 08:00,351,Korean Air,A,Boing-747
ROME,CIA,Tehran,THRA,2020-06-09 17:00,313,EVA Air,A,Boing-747
New York,EWR,London,LGW,2021-03-16 01:00,373,Air New Zealand,C,Boing-737
New York,JFK,Munich,LGB,2020-06-05 02:00,374,Air New Zealand,B,Airbus-A380
Tehran,THRA,Berlin,BTV,2021-09-29 21:00,372,Qatar Airways,A,Airbus-A380
Tehran,THR,Munich,SBA,2021-02-11 12:00,243,Japan Airlines,C,Boing-737
Tehran,IKA,ROME,CIA,2021-09-04 06:00,216,EVA Air,C,Boing-737
Munich,MUC,New York,EWR,2020-05-24 04:00,332,Singapore Airlines,A,Airbus-A380
Madrid,MAD,New York,NYCA,2021-08-10 02:00,200,Emirates,B,Boing-MD
London,NHR,Barcelona,BLA,2020-05-19 08:00,269,La Compagnie,C,ATR-72
Tehran,IKA,London,STN,2020-08-15 00:00,166,Emirates,A,Airbus-A380
London,LOND,Madrid,MAD,2021-11-04 08:00,148,Turkish Airlines,C,ATR-72
London,STN,Madrid,MAD,2021-09-22 15:00,482,Turkish Airlines,B,ATR-72
Manchester,MAN,ROME,ROME,2020-07-29 11:00,354,Air New Zealand,A,ATR-72
Manchester,MAN,Berlin,BLI,2020-07-01 17:00,465,Japan Airlines,C,Boing-737
Tehran,THRA,Manchester,MAN,2021-01-01 01:00,408,Singapore Airlines,C,Boing-737
Berlin,BLI,London,LGW,2020-08-04 23:00,454,EVA Air,C,Boing-737
Manchester,MAN,Berlin,BER,2021-08-14 06:00,416,Korean Air,B,ATR-72
London,NHR,ROME,CIA,2020-02-28 04:00,386,Turkish Airlines,B,Boing-747
Manchester,MAN,Stokholms,ARN,2020-05-10 15:00,383,EVA Air,A,Airbus-A320
Manchester,MHT,Munich,MUC,2020-11-04 21:00,377,Turkish Airlines,B,Airbus-A380
ROME,FCO,Munich,SBA,2021-12-17 18:00,196,Japan Airlines,C,Airbus-A380
Barcelona,BCN,Madrid,MAD,2021-10-09 19:00,117,Virgin Atlantic,A,Boing-747
New York,EWR,Tehran,IKA,2021-11-05 15:00,217,Qatar Airways,B,Boing-747
Berlin,BER,London,NHR,2021-12-08 10:00,491,Air New Zealand,B,Boing-737
ROME,FCO,Munich,LGB,2020-03-31 23:00,320,Emirates,C,Airbus-A380
Tehran,THRA,Munich,LGB,2020-09-04 10:00,295,EVA Air,C,Airbus-A380
London,LGW,New York,NYCA,2020-05-28 16:00,227,Turkish Airlines,C,Airbus-A320
Berlin,BTV,London,STN,2021-10-22 17:00,204,La Compagnie,A,Airbus-A320
Tehran,IKA,Madrid,MAD,2020-05-05 06:00,375,EVA Air,C,Boing-MD
Stokholms,ARN,Manchester,MAN,2021-03-22 23:00,319,Japan Airlines,A,Airbus-A320
ROME,CIA,Barcelona,BCN,2021-11-03 06:00,235,Emirates,B,Boing-747
Berlin,BTV,New York,NYCA,2020-09-15 04:00,317,Virgin Atlantic,B,Airbus-A380
Tehran,THR,ROME,FCO,2021-06-21 14:00,120,Singapore Airlines,A,Airbus-A380
Tehran,THRA,London,STN,2020-01-24 05:00,366,EVA Air,A,Airbus-A320
Manchester,MAN,London,NHR,2021-04-17 15:00,398,EVA Air,B,Boing-737
ROME,FCO,Manchester,MHT,2020-11-15 23:00,416,Singapore Airlines,B,Boing-MD
Manchester,MHT,Munich,LGB,2020-08-25 22:00,133,Air New Zealand,A,Airbus-A380
Stokholms,ARN,Munich,LGB,2020-09-20 08:00,319,EVA Air,B,ATR-72
London,NHR,Tehran,THRA,2020-10-29 04:00,111,EVA Air,A,Boing-737
New York,NYCA,London,STN,2021-12-18 00:00,199,Air New Zealand,B,ATR-72
Manchester,MHT,ROME,FCO,2020-10-02 12:00,134,Virgin Atlantic,C,Boing-MD
New York,EWR,ROME,CIA,2020-12-18 14:00,446,Qatar Airways,C,Airbus-A380
Barcelona,BLA,Berlin,BLI,2020-01-03 09:00,387,Japan Airlines,A,Boing-MD
Munich,SBA,Berlin,BER,2020-10-01 09:00,277,Emirates,A,Airbus-A380
ROME,CIA,Tehran,THRA,2020-02-08 13:00,253,Emirates,C,Airbus-A320
Stokholms,STOC,New York,EWR,2021-05-06 21:00,317,Virgin Atlantic,A,Airbus-A320
London,NHR,ROME,ROME,2021-06-11 00:00,155,Korean Air,C,Boing-MD
ROME,CIA,Stokholms,STOC,2021-09-08 00:00,332,Turkish Airlines,C,ATR-72
Tehran,IKA,Barcelona,BCN,2020-04-15 17:00,206,Emirates,B,Boing-747
Tehran,THR,Berlin,BLI,2021-08-21 01:00,322,Korean Air,B,Airbus-A380
ROME,ROME,Tehran,THRA,2020-07-26 23:00,347,La Compagnie,A,Boing-737
Stokholms,STOC,Tehran,THRA,2021-11-06 06:00,445,La Compagnie,A,Boing-747
New York,EWR,Manchester,MAN,2020-10-05 20:00,139,Emirates,C,Boing-747
Munich,LGB,Madrid,MAD,2021-07-03 00:00,298,Emirates,B,Boing-MD
Berlin,BTV,New York,JFK,2021-02-09 02:00,333,Air New Zealand,B,Airbus-A380
London,LOND,Tehran,THR,2021-04-24 09:00,135,Korean Air,A,Airbus-A320
London,NHR,Barcelona,BLA,2020-04-01 19:00,189,EVA Air,A,Airbus-A320
London,LGW,Barcelona,BLA,2020-05-13 10:00,246,Virgin Atlantic,C,Boing-MD
Tehran,THRA,Berlin,BTV,2021-07-30 16:00,473,Virgin Atlantic,C,ATR-72
London,NHR,Barcelona,BCN,2021-09-22 09:00,208,EVA Air,C,Airbus-A320
London,NHR,Berlin,BTV,2021-06-24 20:00,411,Korean Air,B,ATR-72
Munich,SBA,Stokholms,ARN,2021-02-24 15:00,236,Japan Airlines,B,Airbus-A380
Stokholms,ARN,London,NHR,2020-08-09 02:00,338,EVA Air,A,Boing-MD
Manchester,MAN,London,NHR,2021-03-14 07:00,423,Qatar Airways,C,Boing-747
Barcelona,BLA,Tehran,IKA,2020-04-04 19:00,203,Japan Airlines,A,Boing-747
London,STN,Manchester,MHT,2020-04-06 05:00,488,Turkish Airlines,C,Boing-MD
Stokholms,STOC,London,STN,2021-09-09 02:00,451,Qatar Airways,A,Boing-747
London,NHR,ROME,ROME,2021-01-31 08:00,283,Qatar Airways,A,Boing-MD
Tehran,THRA,ROME,FCO,2021-10-04 00:00,264,EVA Air,B,Boing-737
Madrid,MAD,New York,NYCA,2020-09-16 09:00,110,Air New Zealand,C,Airbus-A380
Tehran,THR,Munich,SBA,2020-05-09 10:00,383,Singapore Airlines,B,Boing-747
Manchester,MAN,Berlin,BTV,2021-08-18 19:00,408,Korean Air,A,Airbus-A320
ROME,FCO,Berlin,BER,2020-07-27 02:00,396,EVA Air,C,Boing-747
Tehran,IKA,Berlin,BER,2021-01-10 20:00,125,Qatar Airways,C,ATR-72
Tehran,THRA,Munich,SBA,2021-10-13 04:00,438,Emirates,B,ATR-72
Tehran,IKA,London,NHR,2020-07-29 07:00,324,Air New Zealand,C,Boing-MD
Barcelona,BCN,Madrid,MAD,2021-04-13 14:00,392,EVA Air,B,Airbus-A320
Madrid,MAD,London,LOND,2021-03-02 08:00,333,Qatar Airways,B,Airbus-A320
New York,JFK,Berlin,BLI,2020-12-24 05:00,277,Air New Zealand,C,ATR-72
Tehran,IKA,London,LGW,2020-12-18 13:00,261,Emirates,A,Airbus-A380
London,LGW,Stokholms,ARN,2021-08-31 11:00,456,Virgin Atlantic,C,Airbus-A380
Barcelona,BLA,London,LGW,2021-01-20 19:00,261,Qatar Airways,B,Boing-MD
New York,NYCA,Tehran,THR,2020-03-13 04:00,114,Virgin Atlantic,C,Airbus-A380
Munich,MUC,ROME,CIA,2021-01-19 10:00,247,EVA Air,C,Boing-737
New York,NYCA,Tehran,THR,2020-10-31 00:00,324,Qatar Airways,C,ATR-72
Tehran,THR,Madrid,MAD,2020-04-08 15:00,393,Korean Air,A,ATR-72
New York,EWR,ROME,ROME,2020-02-01 13:00,279,Turkish Airlines,A,ATR-72
London,LGW,Stokholms,STOC,2021-01-19 06:00,185,Air New Zealand,B,Airbus-A380
New York,EWR,Berlin,BTV,2021-02-26 10:00,386,La Compagnie,A,Airbus-A380
ROME,ROME,Munich,LGB,2021-01-30 21:00,378,Air New Zealand,A,Airbus-A380
Tehran,IKA,Barcelona,BLA,2021-05-10 20:00,374,Singapore Airlines,C,Airbus-A380
London,LGW,ROME,FCO,2020-09-27 02:00,230,Japan Airlines,A,Airbus-A380
Munich,MUC,New York,JFK,2020-06-22 08:00,311,Korean Air,C,Airbus-A320
Manchester,MAN,Tehran,THRA,2021-10-01 18:00,317,Air New Zealand,A,ATR-72
New York,JFK,Munich,SBA,2020-07-03 13:00,152,Qatar Airways,B,ATR-72
Barcelona,BCN,London,NHR,2021-04-18 11:00,450,Qatar Airways,B,Airbus-A320
ROME,CIA,Stokholms,ARN,2020-01-04 07:00,379,Japan Airlines,C,ATR-72
Barcelona,BLA,ROME,ROME,2021-12-20 21:00,424,Japan Airlines,C,Boing-MD
Stokholms,ARN,Berlin,BLI,2021-02-01 10:00,399,Turkish Airlines,B,Boing-737
Stokholms,ARN,Madrid,MAD,2021-08-08 10:00,136,Korean Air,C,Airbus-A320
ROME,CIA,London,LOND,2021-08-30 21:00,286,Turkish Airlines,A,Airbus-A380
New York,NYCA,ROME,ROME,2020-09-12 20:00,190,EVA Air,B,Airbus-A320
ROME,CIA,Manchester,MHT,2020-05-14 13:00,309,Korean Air,A,ATR-72
London,LOND,Stokholms,STOC,2020-06-15 10:00,413,Japan Airlines,C,Boing-MD
Stokholms,STOC,London,STN,2021-04-29 08:00,368,Turkish Airlines,A,Boing-MD
Munich,SBA,New York,EWR,2021-05-09 22:00,382,Air New Zealand,A,Boing-MD
Tehran,THR,Munich,LGB,2020-06-02 06:00,494,Singapore Airlines,C,Boing-737
New York,NYCA,Tehran,THR,2021-06-05 10:00,488,La Compagnie,A,Boing-747
Tehran,THRA,Manchester,MAN,2020-09-11 12:00,124,La Compagnie,B,ATR-72
Stokholms,STOC,New York,NYCA,2020-03-09 02:00,357,Singapore Airlines,A,Boing-747
Berlin,BER,Stokholms,STOC,2021-09-21 09:00,274,La Compagnie,A,Airbus-A380
Tehran,THR,Munich,MUC,2020-04-19 02:00,429,Emirates,B,ATR-72
ROME,ROME,London,LGW,2021-06-22 16:00,363,Air New Zealand,C,ATR-72
Manchester,MHT,ROME,ROME,2020-12-08 03:00,236,EVA Air,C,Boing-MD
Manchester,MAN,New York,JFK,2020-02-01 22:00,158,Virgin Atlantic,A,ATR-72
ROME,CIA,New York,NYCA,2020-09-30 10:00,154,La Compagnie,A,Airbus-A380
Munich,LGB,London,STN,2021-07-02 13:00,205,Qatar Airways,C,Boing-747
New York,NYCA,Berlin,BTV,2021-09-24 23:00,435,Turkish Airlines,A,Airbus-A380
Manchester,MHT,Munich,SBA,2021-09-07 07:00,143,Singapore Airlines,C,Boing-MD
Berlin,BLI,New York,NYCA,2021-01-14 20:00,270,Korean Air,C,Airbus-A380
ROME,FCO,Barcelona,BLA,2021-07-19 08:00,252,La Compagnie,C,ATR-72
ROME,CIA,Munich,MUC,2021-04-03 13:00,252,Qatar Airways,C,Boing-737
Berlin,BER,Munich,MUC,2020-10-14 18:00,316,Japan Airlines,B,Boing-737
Tehran,THR,Stokholms,ARN,2021-06-05 23:00,317,EVA Air,A,Airbus-A380
London,LGW,ROME,ROME,2020-07-15 08:00,184,EVA Air,A,Boing-737
Barcelona,BCN,Manchester,MHT,2020-12-10 04:00,176,Virgin Atlantic,C,Airbus-A380
New York,JFK,ROME,ROME,2021-08-21 21:00,444,Korean Air,A,Boing-747
ROME,ROME,London,STN,2020-08-15 17:00,162,Japan Airlines,B,ATR-72
ROME,ROME,London,NHR,2021-12-29 01:00,499,Virgin Atlantic,A,Boing-737
Tehran,THR,London,LOND,2020-08-27 10:00,318,Emirates,A,ATR-72
Manchester,MHT,New York,EWR,2021-04-30 11:00,105,Qatar Airways,C,Boing-737
London,NHR,ROME,CIA,2020-08-14 21:00,116,Korean Air,C,Boing-MD
ROME,FCO,London,STN,2021-10-07 21:00,318,Korean Air,A,Boing-MD
Tehran,THR,Munich,SBA,2020-09-29 02:00,128,Qatar Airways,C,Boing-747
ROME,ROME,New York,EWR,2021-11-13 05:00,159,Emirates,C,ATR-72
Stokholms,STOC,London,STN,2021-04-30 16:00,360,Japan Airlines,A,Airbus-A380
Barcelona,BLA,London,STN,2020-05-14 05:00,372,Qatar Airways,A,Airbus-A320
Manchester,MHT,Barcelona,BCN,2020-12-01 11:00,437,Turkish Airlines,C,Boing-MD
ROME,ROME,Tehran,THR,2021-10-25 06:00,376,Singapore Airlines,B,Boing-737
ROME,CIA,Madrid,MAD,2020-04-06 02:00,411,Singapore Airlines,A,Boing-747
